"Ad set name",Age,Gender,"Ad name","Campaign name",Day,"Delivery status","Delivery level","Ad set name","Amount spent (USD)","Result Type","Cost per result","CPM (cost per 1,000 impressions)",Reach,"hook rate","hold rate","Video average play time","CTR (link click-through rate)","Link clicks","CPC (cost per link click)","Adds to cart","Website adds to cart","Cost per add to cart","Checkouts initiated","Website checkouts initiated","Cost per checkout initiated",Purchases,"Website purchases","Cost per purchase","Purchase ROAS (return on ad spend)","Website purchase ROAS (return on advertising spend)",Frequency,"Reporting starts","Reporting ends"
"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",55-64,female,"Ad 3 - Hook 1","RLB | MAIN | US | Philippians 4:13",2025-08-09,not_delivering,ad,"RLT | Age | Set 2 | Listicle LP Test | Aug 6 – Copy",0.08,,,80,1,0,,3,,,,,,,,,,,,,,,1,2025-08-09,2025-08-09
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-31,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",4.69,,,86.85185185,50,0.53703704,0.37931034,11,5.55555556,3,1.56333333,,,,,,,,,,,,1.08,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-31,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",24.55,"Website purchases",12.275,124.61928934,166,0.54822335,0.39814815,14,6.59898477,13,1.88846154,4,4,6.1375,2,2,12.275,2,2,12.275,7.3311609,7.3311609,1.18674699,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-31,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.67,,,134,5,0.2,1,13,20,1,0.67,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-31,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",20.06,"Website purchases",20.06,146.42335766,119,0.5620438,0.41558442,15,10.2189781,14,1.43285714,2,2,10.03,2,2,10.03,1,1,20.06,4.78514457,4.78514457,1.1512605,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",45-54,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.14,,,140,1,0,,2,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",35-44,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.24,,,240,1,1,0,8,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",55-64,male,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.13,,,130,1,1,0,6,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Main | PDP | Jul 29",45-54,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.64,,,71.11111111,8,0.33333333,0,3,,,,,,,,,,,,,,,1.125,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.47,,,94,3,0.6,0,7,40,2,0.235,,,,,,,,,,,,1.66666667,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Main | PDP | Jul 29",55-64,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",1.3,,,92.85714286,13,0.57142857,0.5,16,14.28571429,2,0.65,,,,,,,,,,,,1.07692308,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",55-64,female,menominivsl3,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.03,,,30,1,1,1,111,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",35-44,female,ageugc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.09,,,90,1,1,0,4,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Main | PDP | Jul 29",35-44,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.05,,,50,1,0,,1,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,female,ageugc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.39,,,97.5,4,0.75,0,4,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,female,ageugc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.37,,,123.33333333,3,0.66666667,0,3,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.67,,,167.5,4,0.75,0.33333333,12,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.15,,,75,2,1,0.5,30,50,1,0.15,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",35-44,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.04,,,20,2,0,,2,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",45-54,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.71,,,142,5,0.6,0,4,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",65+,female,menominivsl1,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.24,,,120,2,0.5,0,12,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",55-64,female,menougc5-long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.08,,,26.66666667,1,0,,1,,,,,,,,,,,,,,,3,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",55-64,female,menominivsl1,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",1.77,,,442.5,4,0.75,0.33333333,11,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",45-54,female,menominivsl1,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.63,,,315,2,1,1,39,50,1,0.63,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",65+,female,menominivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0,,,0,1,0,,1,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",45-54,female,menominivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.58,,,193.33333333,3,0.66666667,0.5,12,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",55-64,female,menominivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.1,,,25,2,0.5,0.5,7,,,,,,,,,,,,,,,2,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,"re1 – listicle","RLB | MAIN | US | Philippians 4:13",2025-07-31,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.96,,,73.84615385,12,0.69230769,0.55555556,17,,,,,,,,,,,,,,,1.08333333,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,"re1 – listicle","RLB | MAIN | US | Philippians 4:13",2025-07-31,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",2,,,125,16,0.5625,0.66666667,27,6.25,1,2,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,"re1 – listicle","RLB | MAIN | US | Philippians 4:13",2025-07-31,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.71,,,190,9,0.66666667,0.33333333,16,22.22222222,2,0.855,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,"re1 – listicle","RLB | MAIN | US | Philippians 4:13",2025-07-31,inactive,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.73,,,243.33333333,3,0.33333333,1,21,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",45-54,female,menougc3-long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.25,,,250,1,1,0,7,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",45-54,female,ageugc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",2.19,,,312.85714286,7,0.28571429,0,4,,,,6,6,0.365,2,2,1.095,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",45-54,female,menougc5-long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.31,,,310,1,0,,0,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",65+,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",3.33,,,1665,2,1,0.5,42,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Main | PDP | Jul 29",55-64,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",1.03,,,114.44444444,9,0.44444444,0.25,9,11.11111111,1,1.03,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Main | PDP | Jul 29",65+,male,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.01,,,10,1,1,0,3,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Main | PDP | Jul 29",45-54,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.72,,,80,9,0.22222222,0.5,10,11.11111111,1,0.72,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Main | PDP | Jul 29",65+,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",1.51,,,116.15384615,12,0.30769231,0.5,5,,,,,,,,,,,,,,,1.08333333,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",45-54,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.76,,,108.57142857,7,0.28571429,0.5,56,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",65+,female,menougc5-long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.27,,,270,1,1,0,3,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",25-34,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.03,,,30,1,0,,,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",55-64,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.71,,,710,1,0,,4,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.37,,,61.66666667,6,0.33333333,0,3,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",45-54,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.42,,,140,3,0.33333333,0,4,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",45-54,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.42,,,84,5,0.4,0,5,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,female,ageminivsl1,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.1,,,100,1,0,,,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",45-54,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.22,,,110,2,0.5,0,8,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",55-64,male,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.04,,,20,1,0,,,,,,,,,,,,,,,,,2,2025-07-31,2025-07-31
"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",55-64,female,menougc2-short,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Meno | Set 1 | Listicle LP Test | Jul 30",0.93,,,186,5,0.6,0.33333333,17,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",35-44,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",1.17,,,585,1,0.5,0,10,,,,,,,,,,,,,,,2,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",65+,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.8,,,266.66666667,2,0.66666667,1,21,,,,,,,,,,,,,,,1.5,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,female,ageminivsl1,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.06,,,30,2,0.5,0,3,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Listicle LP Test | Jul 30",55-64,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-07-31,not_delivering,ad,"RLT | Age | Set 1 | Listicle LP Test | Jul 30",0.12,,,120,1,1,0,6,,,,,,,,,,,,,,,1,2025-07-31,2025-07-31
"RLT | Age | Set 1 | Main | PDP | Jul 29",55-64,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-07-30,inactive,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.04,,,20,2,0.5,0,5,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-30,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.55,,,55,10,0.7,0.28571429,12,20,2,0.275,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Age | Set 1 | Main | PDP | Jul 29",45-54,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-07-30,inactive,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.38,,,76,5,0.8,0.25,28,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Age | Set 1 | Main | PDP | Jul 29",65+,female,ageminivsl3,"RLB | MAIN | US | Philippians 4:13",2025-07-30,inactive,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",1.63,,,326,5,0.8,0.25,7,40,2,0.815,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Age | Set 1 | Main | PDP | Jul 29",55-64,female,ageugc4-long,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.02,,,20,1,0,,2,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Age | Set 1 | Main | PDP | Jul 29",65+,female,ageugc4-long,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.1,,,50,1,0.5,0,3,,,,,,,,,,,,,,,2,2025-07-30,2025-07-30
"RLT | Age | Set 1 | Main | PDP | Jul 29",55-64,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.27,,,135,2,0.5,0,3,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Age | Set 1 | Main | PDP | Jul 29",35-44,female,ageugc3-long,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.42,,,140,3,0.33333333,0,2,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-30,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",26.46,"Website purchases",26.46,162.33128834,138,0.65030675,0.46226415,19,12.26993865,20,1.323,5,5,5.292,3,3,8.82,1,1,26.46,3.40098262,3.40098262,1.18115942,2025-07-30,2025-07-30
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-30,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",23.44,"Website purchases",7.81333333,126.02150538,161,0.46774194,0.45977011,14,8.06451613,15,1.56266667,9,9,2.60444444,5,5,4.688,3,3,7.81333333,11.51749147,11.51749147,1.1552795,2025-07-30,2025-07-30
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-30,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",6.93,,,108.28125,58,0.515625,0.39393939,12,4.6875,3,2.31,,,,,,,,,,,,1.10344828,2025-07-30,2025-07-30
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-30,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",20.46,,,143.07692308,126,0.5034965,0.34722222,11,6.29370629,9,2.27333333,,,,,,,,,,,,1.13492063,2025-07-30,2025-07-30
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-30,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.57,,,63.33333333,9,0.55555556,0.8,16,11.11111111,1,0.57,1,1,0.57,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-30,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.03,,,30,1,0,,1,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-30,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.09,,,30,3,1,0,4,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-30,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",1.06,,,96.36363636,11,0.72727273,0.125,8,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,male,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-30,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.1,,,50,2,0.5,1,8,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,unknown,re1,"RLB | MAIN | US | Philippians 4:13",2025-07-30,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.62,,,310,2,0.5,1,10,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",55-64,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-30,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.16,,,80,2,1,0,10,50,1,0.16,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",65+,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-30,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.24,,,48,5,0.2,1,11,20,1,0.24,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",25-34,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-30,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.04,,,40,1,1,0,7,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",45-54,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-30,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.19,,,63.33333333,3,0,,1,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",35-44,female,list2,"RLB | MAIN | US | Philippians 4:13",2025-07-30,active,ad,"RLT | Misc | Main Set | PDP/LISTICLE | Jul 25",0.02,,,20,1,0,,2,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Age | Set 1 | Main | PDP | Jul 29",55-64,female,ageminivsl1,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.07,,,70,1,0,,1,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Age | Set 1 | Main | PDP | Jul 29",45-54,female,ageminivsl1,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.01,,,10,1,0,,2,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Age | Set 1 | Main | PDP | Jul 29",65+,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.61,,,122,5,0.8,0,9,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Age | Set 1 | Main | PDP | Jul 29",45-54,female,ageminivsl4,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Age | Set 1 | Main | PDP | Jul 29",0.43,,,86,5,0.6,0.33333333,13,20,1,0.43,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",45-54,female,menominivsl3,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.11,,,55,2,0.5,0,2,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",55-64,female,menominivsl1,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.1,,,100,1,0,,2,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",55-64,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.32,,,80,4,0.5,0,4,,,,,,,,,,,,,,,1,2025-07-30,2025-07-30
"RLT | Meno | Set 1 | Main | PDP | Jul 29",45-54,female,menougc1-short,"RLB | MAIN | US | Philippians 4:13",2025-07-30,not_delivering,ad,"RLT | Meno | Set 1 | Main | PDP | Jul 29",0.38,,,54.28571429,7,0.42857143,0.33333333,4,14.28571429,1,0.38,,,,,,,,,,,,1,2025-07-30,2025-07-30
